,Var(METAL),Var(ENERGY),Var(AGRICULTURAL),"Cov(METAL,ENERGY)","Cov(METAL,AGRICULTURAL)","Cov(ENERGY,AGRICULTURAL)"
1/06/2011,0.000139,0.000183,0.000115,5.75E-05,5.57E-05,4.66E-05
1/07/2011,0.000134,0.000187,0.000113,5.79E-05,5.50E-05,4.77E-05
1/10/2011,0.000129,0.000181,0.000110,5.71E-05,5.37E-05,4.71E-05
1/11/2011,0.000122,0.000179,0.000109,5.49E-05,5.15E-05,4.80E-05
1/12/2011,0.000140,0.000195,0.000107,6.29E-05,5.30E-05,4.92E-05
1/13/2011,0.000140,0.000189,0.000119,6.29E-05,5.69E-05,5.10E-05
1/14/2011,0.000132,0.000188,0.000115,6.04E-05,5.46E-05,5.10E-05
1/19/2011,0.000137,0.000182,0.000111,5.54E-05,5.30E-05,4.95E-05
1/20/2011,0.000129,0.000178,0.000107,5.33E-05,5.09E-05,4.81E-05
1/21/2011,0.000146,0.000170,0.000108,5.32E-05,4.31E-05,4.62E-05
1/24/2011,0.000137,0.000165,0.000107,5.14E-05,4.17E-05,4.63E-05
1/25/2011,0.000129,0.000183,0.000106,4.91E-05,4.03E-05,4.23E-05
1/26/2011,0.000151,0.000200,0.000104,5.84E-05,4.28E-05,4.39E-05
1/27/2011,0.000148,0.000203,0.000110,5.97E-05,4.53E-05,4.72E-05
1/28/2011,0.000139,0.000224,0.000106,5.58E-05,4.37E-05,4.47E-05
1/31/2011,0.000139,0.000241,0.000102,6.00E-05,4.15E-05,4.29E-05
2/01/2011,0.000132,0.000263,0.000107,6.03E-05,4.16E-05,4.82E-05
2/02/2011,0.000132,0.000252,0.000104,5.56E-05,4.12E-05,4.63E-05
2/03/2011,0.000127,0.000241,0.000101,5.22E-05,3.87E-05,4.59E-05
2/04/2011,0.000125,0.000234,9.89E-05,4.78E-05,3.55E-05,4.62E-05
2/07/2011,0.000118,0.000236,9.60E-05,4.53E-05,3.40E-05,4.62E-05
2/08/2011,0.000112,0.000264,9.32E-05,4.26E-05,3.30E-05,4.32E-05
2/09/2011,0.000118,0.000251,8.99E-05,3.90E-05,3.19E-05,4.21E-05
2/10/2011,0.000113,0.000238,9.89E-05,3.71E-05,2.85E-05,4.28E-05
2/11/2011,0.000108,0.000228,0.000102,3.71E-05,2.58E-05,3.97E-05
2/14/2011,0.000104,0.000222,9.85E-05,3.70E-05,2.52E-05,3.92E-05
2/15/2011,0.000110,0.000210,9.53E-05,3.69E-05,2.33E-05,3.80E-05
2/16/2011,0.000104,0.000199,9.59E-05,3.57E-05,2.27E-05,3.66E-05
2/17/2011,9.89E-05,0.000189,9.42E-05,3.43E-05,2.14E-05,3.63E-05
2/18/2011,9.94E-05,0.000180,0.000107,3.24E-05,2.59E-05,3.41E-05
2/23/2011,9.79E-05,0.000171,0.000104,3.13E-05,2.39E-05,3.34E-05
2/24/2011,9.60E-05,0.000245,0.000101,2.41E-05,2.31E-05,3.28E-05
2/25/2011,9.16E-05,0.000240,0.000101,2.27E-05,2.17E-05,3.43E-05
2/28/2011,8.90E-05,0.000259,0.000119,2.53E-05,2.45E-05,4.32E-05
3/01/2011,9.13E-05,0.000243,0.000116,2.43E-05,2.55E-05,4.19E-05
3/02/2011,9.93E-05,0.000231,0.000112,2.57E-05,2.28E-05,4.03E-05
3/03/2011,9.58E-05,0.000220,0.000111,2.59E-05,2.32E-05,4.03E-05
3/04/2011,9.80E-05,0.000214,0.000115,2.78E-05,1.85E-05,3.67E-05
3/07/2011,9.52E-05,0.000215,0.000110,2.92E-05,1.77E-05,3.54E-05
3/08/2011,9.65E-05,0.000210,0.000106,2.58E-05,1.81E-05,3.39E-05
3/09/2011,9.28E-05,0.000210,0.000102,2.66E-05,1.79E-05,3.37E-05
3/10/2011,8.95E-05,0.000207,9.97E-05,2.46E-05,1.81E-05,3.18E-05
3/11/2011,0.000102,0.000212,0.000110,3.06E-05,2.56E-05,3.67E-05
3/14/2011,9.99E-05,0.000203,0.000111,2.87E-05,2.26E-05,3.69E-05
3/15/2011,9.96E-05,0.000192,0.000110,2.77E-05,2.41E-05,3.58E-05
3/16/2011,0.000160,0.000231,0.000149,4.95E-05,5.14E-05,5.20E-05
3/17/2011,0.000152,0.000223,0.000145,4.88E-05,4.83E-05,4.96E-05
3/18/2011,0.000148,0.000329,0.000174,5.74E-05,5.39E-05,7.21E-05
3/21/2011,0.000147,0.000309,0.000172,5.44E-05,5.53E-05,6.94E-05
3/22/2011,0.000143,0.000292,0.000164,5.38E-05,5.36E-05,6.79E-05
3/23/2011,0.000134,0.000288,0.000160,5.20E-05,5.16E-05,6.88E-05
3/24/2011,0.000143,0.000279,0.000156,5.48E-05,4.56E-05,6.50E-05
3/25/2011,0.000135,0.000266,0.000151,5.27E-05,4.40E-05,6.23E-05
3/28/2011,0.000128,0.000258,0.000145,4.93E-05,4.21E-05,6.09E-05
3/29/2011,0.000122,0.000248,0.000145,4.87E-05,4.21E-05,6.16E-05
3/30/2011,0.000115,0.000237,0.000142,4.70E-05,4.06E-05,6.12E-05
3/31/2011,0.000110,0.000226,0.000136,4.62E-05,3.87E-05,5.92E-05
4/01/2011,0.000109,0.000232,0.000138,4.81E-05,4.03E-05,6.20E-05
4/04/2011,0.000104,0.000220,0.000133,4.60E-05,3.84E-05,6.09E-05
4/05/2011,0.000101,0.000208,0.000128,4.48E-05,3.73E-05,5.93E-05
4/06/2011,0.000101,0.000197,0.000125,4.27E-05,3.79E-05,5.74E-05
4/07/2011,9.67E-05,0.000189,0.000121,4.07E-05,3.69E-05,5.55E-05
4/08/2011,9.18E-05,0.000179,0.000116,3.93E-05,3.55E-05,5.41E-05
4/11/2011,0.000103,0.000188,0.000111,4.47E-05,3.51E-05,5.33E-05
4/12/2011,9.97E-05,0.000185,0.000107,4.46E-05,3.35E-05,5.15E-05
4/13/2011,0.000108,0.000206,0.000108,5.09E-05,3.67E-05,5.48E-05
4/14/2011,0.000103,0.000203,0.000105,4.80E-05,3.49E-05,5.43E-05
4/15/2011,0.000106,0.000195,0.000101,4.85E-05,3.42E-05,5.32E-05
4/18/2011,0.000101,0.000188,0.000112,4.73E-05,3.44E-05,5.42E-05
4/19/2011,0.000101,0.000201,0.000108,4.98E-05,3.40E-05,5.41E-05
4/20/2011,9.61E-05,0.000199,0.000104,4.90E-05,3.25E-05,5.22E-05
4/21/2011,0.000112,0.000216,0.000101,5.67E-05,2.90E-05,4.89E-05
4/25/2011,0.000118,0.000212,9.76E-05,5.83E-05,2.93E-05,4.84E-05
4/26/2011,0.000111,0.000201,9.44E-05,5.62E-05,2.82E-05,4.70E-05
4/27/2011,0.000115,0.000190,9.20E-05,5.40E-05,2.88E-05,4.58E-05
4/28/2011,0.000109,0.000180,9.06E-05,5.23E-05,2.72E-05,4.42E-05
4/29/2011,0.000117,0.000185,8.85E-05,5.58E-05,2.44E-05,4.18E-05
5/02/2011,0.000117,0.000189,9.70E-05,5.74E-05,2.81E-05,4.54E-05
5/03/2011,0.000118,0.000180,9.53E-05,5.63E-05,2.90E-05,4.47E-05
5/04/2011,0.000128,0.000190,9.72E-05,6.14E-05,3.31E-05,4.73E-05
5/05/2011,0.000202,0.000198,0.000103,7.42E-05,4.62E-05,5.08E-05
5/06/2011,0.000294,0.000674,0.000121,0.000161,6.98E-05,8.76E-05
5/09/2011,0.000274,0.000647,0.000120,0.000155,6.76E-05,8.84E-05
5/10/2011,0.000273,0.000666,0.000116,0.000161,6.33E-05,8.41E-05
5/11/2011,0.000261,0.000637,0.000111,0.000159,6.14E-05,8.26E-05
5/12/2011,0.000301,0.000694,0.000118,0.000182,7.20E-05,9.25E-05
5/13/2011,0.000280,0.000645,0.000114,0.000174,6.90E-05,8.96E-05
5/16/2011,0.000261,0.000604,0.000110,0.000165,6.64E-05,8.64E-05
5/17/2011,0.000244,0.000564,0.000108,0.000159,6.28E-05,8.32E-05
5/18/2011,0.000229,0.000554,0.000108,0.000154,5.91E-05,7.70E-05
5/19/2011,0.000249,0.000538,0.000111,0.000158,6.51E-05,7.97E-05
5/20/2011,0.000235,0.000520,0.000110,0.000154,6.42E-05,8.04E-05
5/23/2011,0.000223,0.000502,0.000106,0.000151,6.08E-05,7.72E-05
5/24/2011,0.000213,0.000469,0.000105,0.000145,6.02E-05,7.57E-05
5/25/2011,0.000205,0.000449,0.000103,0.000142,5.58E-05,7.19E-05
5/26/2011,0.000209,0.000434,0.000105,0.000142,5.89E-05,7.34E-05
5/27/2011,0.000195,0.000408,0.000101,0.000136,5.65E-05,7.17E-05
6/01/2011,0.000189,0.000397,9.77E-05,0.000134,5.48E-05,7.05E-05
6/02/2011,0.000180,0.000390,9.45E-05,0.000132,5.31E-05,6.95E-05
6/03/2011,0.000179,0.000378,9.27E-05,0.000121,4.88E-05,6.93E-05
6/06/2011,0.000171,0.000356,8.94E-05,0.000115,4.69E-05,6.75E-05
6/07/2011,0.000163,0.000333,0.000102,0.000110,4.15E-05,6.57E-05
6/08/2011,0.000154,0.000315,9.84E-05,0.000106,3.97E-05,6.38E-05
6/09/2011,0.000147,0.000301,9.59E-05,0.000100,3.75E-05,6.30E-05
6/10/2011,0.000142,0.000283,0.000101,9.50E-05,3.94E-05,6.03E-05
6/13/2011,0.000142,0.000268,9.77E-05,9.26E-05,3.80E-05,5.87E-05
6/14/2011,0.000154,0.000265,9.43E-05,9.55E-05,3.55E-05,5.65E-05
6/15/2011,0.000148,0.000251,9.12E-05,9.23E-05,3.38E-05,5.49E-05
6/16/2011,0.000142,0.000278,9.15E-05,9.35E-05,3.45E-05,5.79E-05
6/17/2011,0.000135,0.000293,0.000103,9.17E-05,3.52E-05,6.43E-05
6/20/2011,0.000128,0.000294,0.000102,8.97E-05,3.47E-05,6.49E-05
6/21/2011,0.000120,0.000277,9.92E-05,8.61E-05,3.32E-05,6.26E-05
6/22/2011,0.000119,0.000261,0.000103,8.33E-05,3.53E-05,6.18E-05
6/23/2011,0.000113,0.000254,9.99E-05,8.11E-05,3.37E-05,5.95E-05
6/24/2011,0.000159,0.000387,9.63E-05,0.000112,3.25E-05,5.79E-05
6/27/2011,0.000152,0.000363,9.34E-05,0.000108,3.20E-05,5.68E-05
6/28/2011,0.000151,0.000339,9.09E-05,0.000103,3.22E-05,5.51E-05
6/29/2011,0.000145,0.000358,9.20E-05,0.000103,3.30E-05,5.84E-05
6/30/2011,0.000162,0.000348,9.45E-05,0.000106,3.82E-05,6.01E-05
7/01/2011,0.000153,0.000329,0.000103,0.000103,3.48E-05,5.63E-05
7/06/2011,0.000150,0.000314,0.000101,0.000101,3.21E-05,5.39E-05
7/07/2011,0.000141,0.000305,0.000104,9.56E-05,3.02E-05,5.57E-05
7/08/2011,0.000141,0.000299,0.000110,9.58E-05,2.42E-05,5.01E-05
7/11/2011,0.000133,0.000281,0.000135,9.21E-05,2.55E-05,5.07E-05
7/12/2011,0.000130,0.000264,0.000132,8.84E-05,2.68E-05,4.95E-05
7/13/2011,0.000123,0.000258,0.000127,8.57E-05,2.56E-05,4.75E-05
7/14/2011,0.000151,0.000250,0.000143,8.83E-05,3.92E-05,5.07E-05
7/15/2011,0.000142,0.000244,0.000144,8.39E-05,3.68E-05,5.23E-05
7/18/2011,0.000133,0.000244,0.000145,8.06E-05,3.53E-05,4.73E-05
7/19/2011,0.000135,0.000234,0.000139,7.47E-05,3.27E-05,4.68E-05
7/20/2011,0.000127,0.000224,0.000134,7.22E-05,3.19E-05,4.63E-05
7/21/2011,0.000123,0.000212,0.000130,6.89E-05,3.18E-05,4.48E-05
7/22/2011,0.000116,0.000203,0.000126,6.65E-05,3.10E-05,4.46E-05
7/25/2011,0.000114,0.000194,0.000121,6.52E-05,3.02E-05,4.36E-05
7/26/2011,0.000108,0.000186,0.000120,6.23E-05,2.86E-05,4.36E-05
7/27/2011,0.000112,0.000176,0.000121,6.01E-05,3.17E-05,4.26E-05
7/28/2011,0.000107,0.000174,0.000117,5.86E-05,3.03E-05,4.08E-05
7/29/2011,0.000103,0.000173,0.000115,5.80E-05,3.05E-05,4.15E-05
8/01/2011,9.78E-05,0.000182,0.000112,5.47E-05,2.91E-05,4.22E-05
8/02/2011,9.56E-05,0.000173,0.000111,5.27E-05,2.64E-05,4.11E-05
8/03/2011,9.21E-05,0.000169,0.000112,4.98E-05,2.69E-05,3.85E-05
8/04/2011,8.77E-05,0.000193,0.000109,4.88E-05,2.63E-05,4.05E-05
8/05/2011,0.000148,0.000360,0.000108,8.94E-05,3.19E-05,4.70E-05
8/08/2011,0.000156,0.000339,0.000104,8.31E-05,3.26E-05,4.53E-05
8/09/2011,0.000147,0.000430,0.000108,7.74E-05,3.06E-05,5.51E-05
8/10/2011,0.000138,0.000405,0.000104,7.41E-05,2.95E-05,5.40E-05
8/11/2011,0.000133,0.000432,0.000100,7.62E-05,2.87E-05,5.33E-05
8/12/2011,0.000125,0.000442,0.000103,7.48E-05,2.86E-05,5.76E-05
8/15/2011,0.000120,0.000414,0.000100,7.11E-05,2.84E-05,5.56E-05
8/16/2011,0.000114,0.000396,0.000105,6.92E-05,2.63E-05,5.09E-05
8/17/2011,0.000112,0.000383,0.000103,6.35E-05,2.68E-05,4.79E-05
8/18/2011,0.000114,0.000360,0.000105,6.31E-05,3.00E-05,4.82E-05
8/19/2011,0.000109,0.000422,0.000103,6.32E-05,2.94E-05,5.15E-05
8/22/2011,0.000112,0.000398,0.000101,6.32E-05,3.05E-05,5.11E-05
8/23/2011,0.000118,0.000371,9.87E-05,6.14E-05,3.16E-05,5.00E-05
8/24/2011,0.000116,0.000366,9.69E-05,5.53E-05,2.89E-05,5.09E-05
8/25/2011,0.000192,0.000343,9.40E-05,5.77E-05,3.17E-05,4.99E-05
8/26/2011,0.000191,0.000321,9.17E-05,5.63E-05,2.88E-05,4.84E-05
8/29/2011,0.000182,0.000301,9.63E-05,5.46E-05,3.04E-05,4.78E-05
8/30/2011,0.000171,0.000283,9.61E-05,5.24E-05,2.84E-05,4.69E-05
8/31/2011,0.000180,0.000284,9.27E-05,5.81E-05,2.78E-05,4.60E-05
9/01/2011,0.000172,0.000280,8.95E-05,5.85E-05,2.71E-05,4.51E-05
9/02/2011,0.000162,0.000263,9.04E-05,5.64E-05,2.72E-05,4.44E-05
9/07/2011,0.000160,0.000311,9.01E-05,4.54E-05,2.88E-05,3.84E-05
9/08/2011,0.000152,0.000320,8.84E-05,4.08E-05,2.69E-05,3.97E-05
9/09/2011,0.000155,0.000300,8.54E-05,3.89E-05,2.64E-05,3.87E-05
9/12/2011,0.000169,0.000303,8.72E-05,4.66E-05,3.09E-05,4.14E-05
9/13/2011,0.000192,0.000285,8.43E-05,4.57E-05,3.05E-05,4.05E-05
9/14/2011,0.000187,0.000280,8.25E-05,4.81E-05,2.81E-05,3.82E-05
9/15/2011,0.000180,0.000263,7.99E-05,4.61E-05,2.74E-05,3.73E-05
9/16/2011,0.000175,0.000249,8.19E-05,4.54E-05,2.92E-05,3.71E-05
9/19/2011,0.000176,0.000264,8.12E-05,3.61E-05,2.56E-05,3.90E-05
9/20/2011,0.000218,0.000268,8.55E-05,4.77E-05,3.48E-05,4.23E-05
9/21/2011,0.000207,0.000254,8.27E-05,4.71E-05,3.37E-05,4.14E-05
9/22/2011,0.000194,0.000247,8.50E-05,4.47E-05,3.17E-05,4.26E-05
9/23/2011,0.000426,0.000339,0.000118,0.000107,8.00E-05,6.42E-05
9/26/2011,0.000774,0.000323,0.000116,0.000121,9.34E-05,6.39E-05
9/27/2011,0.000736,0.000307,0.000113,0.000112,8.68E-05,6.30E-05
9/30/2011,0.000757,0.000352,0.000111,0.000134,8.99E-05,6.58E-05
10/03/2011,0.000708,0.000366,0.000125,0.000135,9.26E-05,7.36E-05
10/04/2011,0.000654,0.000358,0.000122,0.000129,8.85E-05,7.37E-05
10/05/2011,0.000661,0.000348,0.000118,0.000134,8.07E-05,7.05E-05
10/06/2011,0.000618,0.000352,0.000118,0.000134,8.01E-05,7.25E-05
10/07/2011,0.000636,0.000369,0.000115,0.000148,8.26E-05,7.38E-05
10/10/2011,0.000598,0.000350,0.000115,0.000144,8.27E-05,7.37E-05
10/11/2011,0.000603,0.000367,0.000112,0.000155,8.32E-05,7.43E-05
10/12/2011,0.000563,0.000356,0.000112,0.000145,7.71E-05,7.50E-05
10/13/2011,0.000544,0.000342,0.000108,0.000133,7.39E-05,7.29E-05
10/18/2011,0.000532,0.000320,0.000107,0.000129,6.54E-05,7.05E-05
10/19/2011,0.000494,0.000301,0.000104,0.000123,6.31E-05,6.88E-05
10/20/2011,0.000473,0.000296,0.000100,0.000124,6.12E-05,6.74E-05
10/21/2011,0.000510,0.000279,9.85E-05,0.000115,6.53E-05,6.50E-05
10/24/2011,0.000532,0.000265,9.69E-05,0.000115,6.82E-05,6.42E-05
10/25/2011,0.000540,0.000270,9.66E-05,0.000123,7.19E-05,6.55E-05
10/26/2011,0.000523,0.000260,9.57E-05,0.000123,6.48E-05,6.22E-05
10/27/2011,0.000490,0.000282,9.30E-05,0.000112,6.11E-05,6.24E-05
10/28/2011,0.000530,0.000283,9.97E-05,0.000121,7.30E-05,6.56E-05
10/31/2011,0.000491,0.000314,9.62E-05,0.000117,6.98E-05,6.28E-05
11/01/2011,0.000484,0.000294,9.97E-05,0.000112,7.43E-05,6.13E-05
11/02/2011,0.000486,0.000297,0.000102,0.000119,7.88E-05,6.36E-05
11/03/2011,0.000474,0.000279,9.79E-05,0.000112,7.50E-05,6.20E-05
11/04/2011,0.000455,0.000272,9.78E-05,0.000112,7.58E-05,6.25E-05
11/07/2011,0.000427,0.000257,9.43E-05,0.000107,7.22E-05,6.10E-05
11/08/2011,0.000403,0.000242,9.20E-05,0.000103,6.76E-05,5.90E-05
11/09/2011,0.000378,0.000235,8.92E-05,0.000101,6.41E-05,5.68E-05
11/10/2011,0.000376,0.000249,8.98E-05,0.000107,6.64E-05,5.90E-05
11/11/2011,0.000359,0.000241,8.74E-05,9.93E-05,6.50E-05,5.67E-05
11/14/2011,0.000353,0.000227,8.46E-05,9.47E-05,6.31E-05,5.52E-05
11/15/2011,0.000328,0.000247,8.21E-05,9.27E-05,6.07E-05,5.49E-05
11/16/2011,0.000306,0.000233,7.97E-05,8.89E-05,5.84E-05,5.35E-05
11/17/2011,0.000291,0.000220,7.75E-05,8.45E-05,5.68E-05,5.20E-05
11/18/2011,0.000405,0.000228,7.85E-05,0.000102,6.54E-05,5.36E-05
11/21/2011,0.000380,0.000235,8.11E-05,9.40E-05,6.03E-05,5.59E-05
11/22/2011,0.000411,0.000222,8.83E-05,8.72E-05,7.03E-05,5.33E-05
11/23/2011,0.000415,0.000219,8.54E-05,9.05E-05,6.68E-05,5.18E-05
11/28/2011,0.000400,0.000211,8.41E-05,9.01E-05,6.65E-05,5.14E-05
11/29/2011,0.000391,0.000201,8.14E-05,8.41E-05,6.35E-05,5.02E-05
11/30/2011,0.000363,0.000278,7.91E-05,8.12E-05,6.09E-05,5.06E-05
12/01/2011,0.000393,0.000264,7.69E-05,7.28E-05,6.02E-05,4.90E-05
12/02/2011,0.000365,0.000249,7.79E-05,7.00E-05,5.75E-05,4.72E-05
12/05/2011,0.000342,0.000234,7.94E-05,6.71E-05,5.33E-05,4.61E-05
12/06/2011,0.000318,0.000231,7.69E-05,6.57E-05,5.11E-05,4.48E-05
12/07/2011,0.000297,0.000220,7.49E-05,6.40E-05,4.94E-05,4.40E-05
12/08/2011,0.000277,0.000220,7.67E-05,6.04E-05,4.66E-05,4.54E-05
12/09/2011,0.000281,0.000213,7.44E-05,6.25E-05,4.49E-05,4.43E-05
12/12/2011,0.000273,0.000207,7.60E-05,5.70E-05,3.98E-05,4.49E-05
12/13/2011,0.000304,0.000215,7.38E-05,6.71E-05,3.90E-05,4.41E-05
12/14/2011,0.000283,0.000221,7.37E-05,6.47E-05,3.77E-05,4.53E-05
12/15/2011,0.000449,0.000357,8.37E-05,0.000128,6.12E-05,5.96E-05
12/16/2011,0.000417,0.000337,8.65E-05,0.000123,5.80E-05,5.68E-05
12/19/2011,0.000394,0.000319,8.54E-05,0.000115,5.36E-05,5.62E-05
12/20/2011,0.000372,0.000299,8.66E-05,0.000111,4.89E-05,5.45E-05
12/21/2011,0.000361,0.000321,9.22E-05,0.000116,5.31E-05,5.98E-05
12/22/2011,0.000335,0.000308,8.95E-05,0.000111,5.10E-05,5.90E-05
12/23/2011,0.000312,0.000290,8.70E-05,0.000107,4.93E-05,5.77E-05
12/27/2011,0.000293,0.000274,8.42E-05,0.000101,4.76E-05,5.61E-05
12/28/2011,0.000275,0.000263,8.62E-05,9.56E-05,4.39E-05,5.65E-05
12/29/2011,0.000307,0.000263,8.37E-05,0.000103,4.01E-05,5.42E-05
12/30/2011,0.000295,0.000249,8.44E-05,9.98E-05,4.16E-05,5.36E-05
1/03/2012,0.000314,0.000240,8.42E-05,8.95E-05,4.54E-05,5.08E-05
1/04/2012,0.000333,0.000279,8.96E-05,0.000104,5.32E-05,5.71E-05
1/05/2012,0.000316,0.000281,8.72E-05,9.53E-05,5.21E-05,5.43E-05
1/06/2012,0.000294,0.000292,9.84E-05,9.25E-05,5.11E-05,6.02E-05
1/09/2012,0.000287,0.000279,9.50E-05,8.55E-05,4.82E-05,5.90E-05
1/10/2012,0.000267,0.000267,0.000103,8.14E-05,4.74E-05,5.47E-05
1/11/2012,0.000286,0.000251,0.000108,7.62E-05,5.54E-05,5.24E-05
1/12/2012,0.000273,0.000288,0.000104,6.59E-05,5.32E-05,5.09E-05
1/13/2012,0.000256,0.000295,0.000109,6.01E-05,4.86E-05,5.49E-05
1/18/2012,0.000245,0.000281,0.000110,5.99E-05,4.98E-05,5.53E-05
1/19/2012,0.000231,0.000266,0.000106,5.65E-05,4.72E-05,5.42E-05
1/20/2012,0.000216,0.000276,0.000106,5.28E-05,4.62E-05,4.94E-05
1/23/2012,0.000204,0.000265,0.000103,4.94E-05,4.36E-05,4.90E-05
1/24/2012,0.000204,0.000311,0.000100,5.90E-05,4.41E-05,5.11E-05
1/25/2012,0.000193,0.000292,0.000100,5.68E-05,4.07E-05,4.98E-05
1/26/2012,0.000202,0.000308,9.70E-05,6.53E-05,3.78E-05,4.73E-05
1/27/2012,0.000201,0.000298,9.36E-05,5.85E-05,3.69E-05,4.58E-05
1/30/2012,0.000188,0.000286,9.05E-05,5.61E-05,3.56E-05,4.43E-05
1/31/2012,0.000178,0.000269,0.000101,5.42E-05,3.71E-05,4.34E-05
2/01/2012,0.000169,0.000305,9.76E-05,5.69E-05,3.50E-05,4.03E-05
2/02/2012,0.000170,0.000309,9.43E-05,4.84E-05,3.30E-05,4.01E-05
2/03/2012,0.000160,0.000316,9.12E-05,4.85E-05,3.21E-05,4.01E-05
2/06/2012,0.000150,0.000298,9.26E-05,4.70E-05,3.14E-05,4.02E-05
2/07/2012,0.000142,0.000283,8.95E-05,4.45E-05,3.05E-05,3.90E-05
2/08/2012,0.000139,0.000267,8.68E-05,4.18E-05,2.88E-05,3.83E-05
2/09/2012,0.000131,0.000251,8.42E-05,4.04E-05,2.78E-05,3.74E-05
2/10/2012,0.000124,0.000245,8.56E-05,4.02E-05,2.58E-05,3.44E-05
2/13/2012,0.000126,0.000235,8.49E-05,4.14E-05,2.74E-05,3.47E-05
2/14/2012,0.000120,0.000221,8.43E-05,3.99E-05,2.59E-05,3.42E-05
2/15/2012,0.000119,0.000221,8.16E-05,3.52E-05,2.53E-05,3.31E-05
2/16/2012,0.000112,0.000214,8.14E-05,3.39E-05,2.47E-05,3.11E-05
2/17/2012,0.000106,0.000239,8.06E-05,3.36E-05,2.41E-05,3.33E-05
2/22/2012,0.000104,0.000243,7.84E-05,2.97E-05,2.39E-05,3.17E-05
2/23/2012,0.000100,0.000232,7.68E-05,2.99E-05,2.25E-05,3.04E-05
2/24/2012,9.86E-05,0.000220,7.63E-05,2.98E-05,2.05E-05,2.93E-05
2/27/2012,9.39E-05,0.000207,7.54E-05,2.89E-05,1.95E-05,2.88E-05
2/28/2012,8.92E-05,0.000227,7.42E-05,2.81E-05,1.90E-05,2.61E-05
2/29/2012,0.000101,0.000216,7.33E-05,2.56E-05,2.08E-05,2.51E-05
3/01/2012,0.000156,0.000223,7.17E-05,1.17E-05,2.31E-05,2.35E-05
3/02/2012,0.000156,0.000212,6.97E-05,1.00E-05,2.23E-05,2.30E-05
3/05/2012,0.000154,0.000209,6.81E-05,1.34E-05,2.25E-05,2.32E-05
3/06/2012,0.000154,0.000219,6.73E-05,1.91E-05,2.03E-05,2.11E-05
3/07/2012,0.000204,0.000217,7.19E-05,2.82E-05,2.99E-05,2.36E-05
3/08/2012,0.000200,0.000205,7.29E-05,2.81E-05,2.59E-05,2.28E-05
3/09/2012,0.000195,0.000194,7.36E-05,2.74E-05,2.75E-05,2.23E-05
3/12/2012,0.000192,0.000192,7.17E-05,3.03E-05,2.58E-05,2.14E-05
3/13/2012,0.000183,0.000193,7.00E-05,3.20E-05,2.54E-05,2.16E-05
3/14/2012,0.000173,0.000187,6.87E-05,3.20E-05,2.52E-05,2.18E-05
3/15/2012,0.000195,0.000184,6.95E-05,3.69E-05,2.92E-05,2.29E-05
3/16/2012,0.000190,0.000177,6.81E-05,3.39E-05,2.72E-05,2.28E-05
3/19/2012,0.000180,0.000191,6.66E-05,3.03E-05,2.66E-05,2.15E-05
3/20/2012,0.000172,0.000183,6.53E-05,3.07E-05,2.64E-05,2.14E-05
3/21/2012,0.000184,0.000188,6.44E-05,3.70E-05,2.77E-05,2.23E-05
3/22/2012,0.000172,0.000183,6.29E-05,3.58E-05,2.68E-05,2.20E-05
3/23/2012,0.000198,0.000208,6.44E-05,4.86E-05,3.14E-05,2.53E-05
3/26/2012,0.000197,0.000203,6.38E-05,5.06E-05,3.21E-05,2.57E-05
3/27/2012,0.000196,0.000194,6.26E-05,4.68E-05,3.19E-05,2.49E-05
3/28/2012,0.000183,0.000184,6.39E-05,4.52E-05,3.04E-05,2.39E-05
3/29/2012,0.000195,0.000186,6.74E-05,5.01E-05,3.51E-05,2.62E-05
3/30/2012,0.000183,0.000205,7.71E-05,4.93E-05,3.47E-05,3.22E-05
4/02/2012,0.000178,0.000194,9.23E-05,4.69E-05,3.92E-05,3.05E-05
4/03/2012,0.000175,0.000204,9.07E-05,5.04E-05,3.97E-05,3.20E-05
4/04/2012,0.000164,0.000193,8.90E-05,4.86E-05,3.81E-05,3.13E-05
4/05/2012,0.000261,0.000218,9.06E-05,7.10E-05,4.83E-05,3.52E-05
4/09/2012,0.000250,0.000205,8.75E-05,6.81E-05,4.66E-05,3.44E-05
4/10/2012,0.000233,0.000195,8.51E-05,6.56E-05,4.50E-05,3.37E-05
4/11/2012,0.000220,0.000227,8.47E-05,6.69E-05,4.45E-05,3.67E-05
4/12/2012,0.000206,0.000215,8.37E-05,6.45E-05,4.22E-05,3.55E-05
4/13/2012,0.000216,0.000206,8.61E-05,6.53E-05,4.64E-05,3.61E-05
4/16/2012,0.000222,0.000195,8.36E-05,6.42E-05,4.59E-05,3.54E-05
4/17/2012,0.000207,0.000185,8.60E-05,6.18E-05,4.47E-05,3.53E-05
4/18/2012,0.000197,0.000179,9.17E-05,5.82E-05,4.57E-05,3.25E-05
4/19/2012,0.000186,0.000174,9.19E-05,5.71E-05,4.52E-05,3.31E-05
4/20/2012,0.000174,0.000171,9.04E-05,5.42E-05,4.40E-05,3.12E-05
4/23/2012,0.000166,0.000167,8.76E-05,5.36E-05,4.29E-05,3.09E-05
4/24/2012,0.000174,0.000170,8.47E-05,4.58E-05,4.16E-05,3.00E-05
4/25/2012,0.000163,0.000164,8.36E-05,4.39E-05,4.04E-05,2.86E-05
4/26/2012,0.000155,0.000181,8.34E-05,4.01E-05,3.98E-05,2.51E-05
